Status,Ordertyp,WKN,Limit,Nom,ANom,Order_Value,Timestamp,JIM_Value,Spread_Prozentual,Target_Market_Count,Tradegate_Volume,Risk Score,Decision,Reasons,jim_risk,spread_risk,mp_risk,tgv_risk
Ausgeführt,Limitiert,906866,234.6,,34,7976.4,2026-04-14 09:29:32.4526,61055.8,-0.0017,6.0,61260.0,13.779523741519899,Automatic,All risk factors within automatic limits,4.9764,0.16999999999999998,0,8.6331237415199
Eingegeben,Limitiert,906866,234.6,34,,7976.4,2026-04-14 09:29:32.4526,61055.8,-0.0017,6.0,61260.0,13.779523741519899,Automatic,All risk factors within automatic limits,4.9764,0.16999999999999998,0,8.6331237415199
Eingegeben,Limitiert,A3E2FV,0.927,"5,000",,4635.0,2026-04-14 09:23:43.8058,0.0,0.0141,3.0,2238.5,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Gelöscht,Limitiert,A2DJE5,140,216,,30240.0,2026-04-14 09:31:31.4793,19847.94,0.0073,4.0,5576.820000000001,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A14MVX,69.66,432,,30093.12,2026-04-14 09:31:13.1357,5878.8,0.007,4.0,5964.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A2JQRT,18.1,621,,11240.1,2026-04-14 09:31:21.2986,0.0,0.0169,5.0,4937.05,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,A414DM,0.55,,"4,000",2200.0,2026-04-14 09:23:26.6088,0.0,0.0143,4.0,7429.799999999999,13.530164661654137,Automatic,All risk factors within automatic limits,10,1.5658789473684211,0,1.9642857142857144
Eingegeben,Limitiert,A0YE9R,0.617,"62,500",,38562.5,2026-04-14 09:22:18.6133,0.0,0.0363,2.0,4600.616999999999,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,A1178T,88,,100,8800.0,2026-04-14 09:24:25.5578,0.0,0.0058,2.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A1178T,88,100,,8800.0,2026-04-14 09:24:25.5578,0.0,0.0058,2.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,580850,5.792,,"1,000",5792.0,2026-04-14 09:22:25.7447,4882.188,0.0068,4.0,4888.014,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,580850,5.792,"1,000",,5792.0,2026-04-14 09:22:25.7447,4882.188,0.0068,4.0,4888.014,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Löschung wegen Timer,Limitiert,858872,10.662,380,,4051.5600000000004,2026-04-14 09:26:12.5060,30445.298000000003,-0.001,6.0,30484.800000000003,5.8732240000000004,Automatic,All risk factors within automatic limits,1.620624,0.1,0,4.1526000000000005
Löschung wegen Timer,Limitiert,902961,4.56,"4,386",,20000.16,2026-04-14 09:30:21.3269,5945.160000000001,0.0,5.0,5949.6,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,580850,5.752,,"1,000",5752.0,2026-04-14 09:22:25.7447,4882.188,0.0068,4.0,4888.014,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,A1178T,88,,100,8800.0,2026-04-14 09:24:25.5578,0.0,0.0058,2.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A414DM,0.55,"4,000",,2200.0,2026-04-14 09:23:26.6088,0.0,0.0143,4.0,7429.799999999999,13.530164661654137,Automatic,All risk factors within automatic limits,10,1.5658789473684211,0,1.9642857142857144
Eingegeben,Limitiert,580850,5.752,"1,000",,5752.0,2026-04-14 09:22:25.7447,4882.188,0.0068,4.0,4888.014,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A40QVT,16.4,500,,8200.0,2026-04-14 09:22:14.8807,4980.75,0.0,4.0,4992.2,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,858872,10.662,380,,4051.5600000000004,2026-04-14 09:26:12.5060,30445.298000000003,-0.001,6.0,30484.800000000003,5.8732240000000004,Automatic,All risk factors within automatic limits,1.620624,0.1,0,4.1526000000000005
Eingegeben,Limitiert,902961,4.56,"4,386",,20000.16,2026-04-14 09:30:21.3269,5945.160000000001,0.0,5.0,5949.6,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A1178T,88,100,,8800.0,2026-04-14 09:24:25.5578,0.0,0.0058,2.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,A2QAQY,15.525,,200,3105.0,2026-04-14 09:23:31.4519,5947.11,0.0052,5.0,5959.4,4.534321428571429,Automatic,All risk factors within automatic limits,1.242,0.52,0,2.772321428571429
Eingegeben,Limitiert,A2QAQY,15.525,200,,3105.0,2026-04-14 09:23:31.4519,5947.11,0.0052,5.0,5959.4,4.534321428571429,Automatic,All risk factors within automatic limits,1.242,0.52,0,2.772321428571429
Gelöscht,Limitiert,A14MVX,68.04,442,,30073.680000000004,2026-04-14 09:31:13.1357,5878.8,0.007,4.0,5964.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A14MVX,68.04,442,,30073.680000000004,2026-04-14 09:31:13.1357,5878.8,0.007,4.0,5964.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,886455,156.9,,71,11139.9,2026-04-14 09:26:52.3912,,0.0015,3.0,15466.5,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Gelöscht,Limitiert,A2DT49,3.355,"8,943",,30003.765,2026-04-14 09:30:32.6646,0.0,0.0221,4.0,4862.22,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,886455,156.9,71,,11139.9,2026-04-14 09:26:52.3912,,0.0015,3.0,15466.5,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,886455,156.95,,300,47085.0,2026-04-14 09:26:52.3912,,0.0015,3.0,15466.5,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,886455,156.95,300,,47085.0,2026-04-14 09:26:52.3912,,0.0015,3.0,15466.5,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,899019,7.788,"10,000",,77880.0,2026-04-14 09:23:19.2946,8092.899000000001,0.001,3.0,8101.000000000001,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Löschung schwebend,Limitiert,A14MVX,68.04,442,,30073.680000000004,2026-04-14 09:31:13.1357,5878.8,0.007,4.0,5964.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingabe schwebend,Limitiert,A14MVX,68.04,442,,30073.680000000004,2026-04-14 09:31:13.1357,5878.8,0.007,4.0,5964.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,886455,157,,500,78500.0,2026-04-14 09:26:52.3912,,0.0015,3.0,15466.5,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Gelöscht,Limitiert,A14U2K,49.22,611,,30073.42,2026-04-14 09:31:01.3806,0.0,0.0251,5.0,4880.4,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Löschung wegen Timer,Limitiert,A2DR9Y,19.71,150,,2956.5,2026-04-14 09:29:36.6659,0.0,0.0086,5.0,9949.84,13.499732142857143,Automatic,All risk factors within automatic limits,10,0.86,0,2.639732142857143
Gelöscht,Limitiert,A2DRTZ,54.14,925,,50079.5,2026-04-14 09:28:31.0312,40105.560000000005,0.0004,5.0,40158.4,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A2DRTZ,54.14,925,,50079.5,2026-04-14 09:28:31.0312,40105.560000000005,0.0004,5.0,40158.4,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Gelöscht,Limitiert,A1XBE8,37.76,796,,30056.96,2026-04-14 09:28:25.7627,3935.16,0.0137,5.0,3973.74,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,A0NJU2,54.39,,200,10878.0,2026-04-14 09:25:05.5178,0.0,0.0053,5.0,4860.9,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,A0NJU2,54.39,,200,10878.0,2026-04-14 09:25:05.5178,0.0,0.0053,5.0,4860.9,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A0NJU2,54.39,200,,10878.0,2026-04-14 09:25:05.5178,0.0,0.0053,5.0,4860.9,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Gelöscht,Limitiert,A14MVX,70,430,,30100.0,2026-04-14 09:31:13.1357,5878.8,0.007,4.0,5964.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A14MVX,70,430,,30100.0,2026-04-14 09:31:13.1357,5878.8,0.007,4.0,5964.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Löschung schwebend,Limitiert,A2DR9Y,19.71,150,,2956.5,2026-04-14 09:29:36.6659,0.0,0.0086,5.0,9949.84,13.499732142857143,Automatic,All risk factors within automatic limits,10,0.86,0,2.639732142857143
Gelöscht,Limitiert,541501,17.5,"4,000",,70000.0,2026-04-14 09:30:59.9436,0.0,-0.0373,3.0,46375.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Gelöscht,Limitiert,857675,124.5,242,,30129.0,2026-04-14 09:29:45.0400,0.0,0.0095,5.0,8021.5,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Gelöscht,Limitiert,A3CTJB,49.42,608,,30047.36,2026-04-14 09:31:35.9869,0.0,0.0192,5.0,5930.099999999999,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,A3C53L,0.412,,"5,556",2289.0719999999997,2026-04-14 09:27:17.2112,0.0,0.0458,3.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Teilausführung,Limitiert,A3C53L,0.412,"194,444","5,556",80110.928,2026-04-14 09:27:17.2112,0.0,0.0458,3.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Gelöscht,Limitiert,A14MVX,66.98,449,,30074.02,2026-04-14 09:31:13.1357,5878.8,0.007,4.0,5964.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,A0YJ93,0.2085,,"15,000",3127.5,2026-04-14 09:22:23.6647,3312.4364,0.0566,1.0,3312.6166,18.211762593019053,Manual,Very illiquid (Market count = 1); Wide spread (0.06%) - risk: 6.17,1.251,6.168351878733338,8,2.7924107142857144
Eingegeben,Limitiert,A0YJ93,0.2085,"15,000",,3127.5,2026-04-14 09:22:23.6647,3312.4364,0.0566,1.0,3312.6166,18.211762593019053,Manual,Very illiquid (Market count = 1); Wide spread (0.06%) - risk: 6.17,1.251,6.168351878733338,8,2.7924107142857144
Ausgeführt,Limitiert,A2P662,0.025,,500,12.5,,,,,,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,A0B57L,1.967,,"10,337",20332.879,2026-04-14 09:26:54.3926,8166.978999999999,0.0107,5.0,8167.999999999999,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A0B57L,1.967,"10,337",,20332.879,2026-04-14 09:26:54.3926,8166.978999999999,0.0107,5.0,8167.999999999999,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,A0YJ93,0.204,,"15,000",3060.0,2026-04-14 09:22:23.6647,3312.4364,0.0566,1.0,3312.6166,18.124494735876194,Manual,Very illiquid (Market count = 1); Wide spread (0.06%) - risk: 6.17,1.224,6.168351878733338,8,2.732142857142857
Ausgeführt,Limitiert,A0B57L,1.973,,"10,137",20000.301,2026-04-14 09:26:54.3926,8166.978999999999,0.0107,5.0,8167.999999999999,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,675213,31.25,"4,000",,125000.0,2026-04-14 09:28:42.3924,166916.61000000002,0.0012,4.0,166900.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,893169,180,,10,1800.0,2026-04-14 09:27:42.6823,0.0,0.0084,4.0,4998.0,12.447142857142858,Automatic,All risk factors within automatic limits,10,0.84,0,1.6071428571428572
Eingegeben,Limitiert,893169,180,10,,1800.0,2026-04-14 09:27:42.6823,0.0,0.0084,4.0,4998.0,12.447142857142858,Automatic,All risk factors within automatic limits,10,0.84,0,1.6071428571428572
Eingegeben,Limitiert,A2DR9Y,19.71,150,,2956.5,2026-04-14 09:29:36.6659,0.0,0.0086,5.0,9949.84,13.499732142857143,Automatic,All risk factors within automatic limits,10,0.86,0,2.639732142857143
Eingegeben,Limitiert,A0NJU2,54.39,200,,10878.0,2026-04-14 09:25:05.5178,0.0,0.0053,5.0,4860.9,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A0YJ93,0.204,"15,000",,3060.0,2026-04-14 09:22:23.6647,3312.4364,0.0566,1.0,3312.6166,18.124494735876194,Manual,Very illiquid (Market count = 1); Wide spread (0.06%) - risk: 6.17,1.224,6.168351878733338,8,2.732142857142857
Ausgeführt,Limitiert,860325,164.65,,55,9055.75,2026-04-14 09:23:22.3001,0.0,0.0125,5.0,55200.0,20.7294122626041,Manual,"Order value is large (above 5160), high risk",10,1.3290368421052632,0,9.400375420498834
Eingegeben,Limitiert,860325,164.65,55,,9055.75,2026-04-14 09:23:22.3001,0.0,0.0125,5.0,55200.0,20.7294122626041,Manual,"Order value is large (above 5160), high risk",10,1.3290368421052632,0,9.400375420498834
Gelöscht,Limitiert,A2DR9Y,19.71,"1,524",,30038.04,2026-04-14 09:29:36.6659,0.0,0.0086,5.0,9949.84,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,860325,165,,75,12375.0,2026-04-14 09:23:22.3001,0.0,0.0125,5.0,55200.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,860325,164.9,,20,3298.0,2026-04-14 09:23:22.3001,0.0,0.0125,5.0,55200.0,14.27367969924812,Automatic,All risk factors within automatic limits,10,1.3290368421052632,0,2.944642857142857
Ausgeführt,Limitiert,A411MH,36.32,,216,7845.12,2026-04-14 09:26:44.7588,4950.66,0.0012,5.0,4985.28,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A411MH,36.32,216,,7845.12,2026-04-14 09:26:44.7588,4950.66,0.0012,5.0,4985.28,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,863186,352.05,,100,35205.0,2026-04-14 09:29:27.1468,41710.4,0.0005,5.0,41940.0,18.315771345887693,Manual,"Jim value can cover large order (above 9000), risk increases logarithmically with order size",8.265771345887693,0.05,0,10
Eingegeben,Limitiert,863186,352.05,100,,35205.0,2026-04-14 09:29:27.1468,41710.4,0.0005,5.0,41940.0,18.315771345887693,Manual,"Jim value can cover large order (above 9000), risk increases logarithmically with order size",8.265771345887693,0.05,0,10
Eingegeben,Limitiert,A3C53L,0.412,"5,556",,2289.0719999999997,2026-04-14 09:27:17.2112,0.0,0.0458,3.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,A2PSFR,149.4,,504,75297.6,2026-04-14 09:30:04.9439,14850.6,0.0053,5.0,14944.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A2PSFR,149.4,504,,75297.6,2026-04-14 09:30:04.9439,14850.6,0.0053,5.0,14944.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,A0RENB,4,,"10,000",40000.0,2026-04-14 09:23:32.3600,0.0,0.0143,4.0,7097.168,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,860325,165,75,,12375.0,2026-04-14 09:23:22.3001,0.0,0.0125,5.0,55200.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A0RENB,4,"10,000",,40000.0,2026-04-14 09:23:32.3600,0.0,0.0143,4.0,7097.168,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A2DR9Y,19.71,"1,524",,30038.04,2026-04-14 09:29:36.6659,0.0,0.0086,5.0,9949.84,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A0B57L,1.973,"10,137",,20000.301,2026-04-14 09:26:54.3926,8166.978999999999,0.0107,5.0,8167.999999999999,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,A0RENB,4.002,,"10,000",40020.0,2026-04-14 09:23:32.3600,0.0,0.0143,4.0,7097.168,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A0RENB,4.002,"10,000",,40020.0,2026-04-14 09:23:32.3600,0.0,0.0143,4.0,7097.168,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A2P662,0.025,500,,12.5,,,,,,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Gelöscht,Limitiert,A1KBAV,0.093,"36,500",,3394.5,2026-04-14 09:23:56.2254,0.0,0.0655,1.0,2830.6746,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Gelöscht,Limitiert,A2PR0M,4.57,"6,566",,30006.620000000003,2026-04-14 09:30:59.0924,9872.62,0.0175,4.0,9876.63,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A3DE5S,2.74,"3,000",,8220.0,2026-04-14 09:31:15.8173,0.0,0.0021,0.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A2QGE6,42.29,711,,30068.19,2026-04-14 09:29:31.0602,0.0,0.025,4.0,5858.56,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,A3DE5S,2.74,,"3,000",8220.0,2026-04-14 09:31:15.8173,0.0,0.0021,0.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,A3DE5S,2.74,,"3,000",8220.0,2026-04-14 09:31:15.8173,0.0,0.0021,0.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A3DE5S,2.74,"3,000",,8220.0,2026-04-14 09:31:15.8173,0.0,0.0021,0.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Gelöscht,Limitiert,A1J7EB,35.96,681,,24488.760000000002,2026-04-14 09:26:36.0096,5233.7,0.0076,4.0,5260.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,850524,36.095,,200,7219.0,2026-04-14 09:22:19.2092,33541.425,0.0036,4.0,33575.0,12.608959126709419,Automatic,All risk factors within automatic limits,4.219,0.36,0,8.029959126709418
Eingegeben,Limitiert,850524,35.975,200,,7195.0,2026-04-14 09:22:19.2092,33541.425,0.0036,4.0,33575.0,12.564826994619683,Automatic,All risk factors within automatic limits,4.195,0.36,0,8.009826994619683
Eingegeben,Limitiert,850524,36.015,200,,7203.0,2026-04-14 09:22:19.2092,33541.425,0.0036,4.0,33575.0,12.579545157180135,Automatic,All risk factors within automatic limits,4.203,0.36,0,8.016545157180134
Eingegeben,Limitiert,850524,36.055,200,,7211.0,2026-04-14 09:22:19.2092,33541.425,0.0036,4.0,33575.0,12.594255862364214,Automatic,All risk factors within automatic limits,4.211,0.36,0,8.023255862364213
Eingegeben,Limitiert,850524,36.095,200,,7219.0,2026-04-14 09:22:19.2092,33541.425,0.0036,4.0,33575.0,12.608959126709419,Automatic,All risk factors within automatic limits,4.219,0.36,0,8.029959126709418
Ausgeführt,Limitiert,853260,191,,35,6685.0,2026-04-14 09:30:34.4203,26025.75,0.0015,5.0,26214.5,11.40036061535464,Automatic,All risk factors within automatic limits,3.6850000000000005,0.15,0,7.565360615354638
Gelöscht,Limitiert,A1JJA3,117.92,255,,30069.600000000002,2026-04-14 09:30:30.2791,9765.14,0.0241,4.0,9891.96,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Gelöscht,Limitiert,881825,0.418,"12,000",,5016.0,2026-04-14 09:26:48.1823,0.0,0.15,2.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A1JWRE,984,250,,246000.0,2026-04-14 09:31:09.2494,,0.0063,4.0,951000.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,907784,"1,715.00",,4,6860.0,2026-04-14 09:29:58.0423,0.0,0.0014,2.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,907784,"1,715.00",4,,6860.0,2026-04-14 09:29:58.0423,0.0,0.0014,2.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A3E3TQ,19.14,"1,569",,30030.66,2026-04-14 09:30:01.4406,0.0,0.0216,5.0,9744.264,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,A0RENB,3.992,,"10,000",39920.0,2026-04-14 09:23:32.3600,0.0,0.0143,4.0,7097.168,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A0RENB,3.992,"10,000",,39920.0,2026-04-14 09:23:32.3600,0.0,0.0143,4.0,7097.168,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,907784,"1,715.00",,10,17150.0,2026-04-14 09:29:58.0423,0.0,0.0014,2.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,891624,34.025,600,,20415.0,2026-04-14 09:28:03.9901,9776.625,0.0015,4.0,9780.975,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A0RENB,3.982,"10,000",,39820.0,2026-04-14 09:23:32.3600,0.0,0.0143,4.0,7097.168,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,A0RENB,3.992,,"10,000",39920.0,2026-04-14 09:23:32.3600,0.0,0.0143,4.0,7097.168,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingabe schwebend,Limitiert,A0RENB,3.982,"10,000",,39820.0,2026-04-14 09:23:32.3600,0.0,0.0143,4.0,7097.168,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Gelöscht,Limitiert,856331,38.43,782,,30052.26,2026-04-14 09:31:33.9163,0.0,0.0093,4.0,3979.08,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A0RENB,3.992,"10,000",,39920.0,2026-04-14 09:23:32.3600,0.0,0.0143,4.0,7097.168,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,886455,157,500,,78500.0,2026-04-14 09:26:52.3912,,0.0015,3.0,15466.5,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,A0RENB,3.98,,"50,000",199000.0,2026-04-14 09:23:32.3600,0.0,0.0143,4.0,7097.168,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A140K1,79,200,,15800.0,2026-04-14 09:30:59.4352,0.0,0.0132,4.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,907784,"1,715.00",10,,17150.0,2026-04-14 09:29:58.0423,0.0,0.0014,2.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,891624,34.025,,500,17012.5,2026-04-14 09:28:03.9901,9776.625,0.0015,4.0,9780.975,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A1J7EB,35.96,681,,24488.760000000002,2026-04-14 09:26:36.0096,5233.7,0.0076,4.0,5260.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,891624,34.025,500,,17012.5,2026-04-14 09:28:03.9901,9776.625,0.0015,4.0,9780.975,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A3DE5S,2.74,"3,000",,8220.0,2026-04-14 09:31:15.8173,0.0,0.0021,0.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,A3EHM3,5.184,,400,2073.6,2026-04-14 09:31:29.4913,0.0,0.035,5.0,4812.994000000001,16.140991729323307,Automatic,All risk factors within automatic limits,10,4.2895631578947375,0,1.8514285714285714
Eingegeben,Limitiert,A3EHM3,5.184,400,,2073.6,2026-04-14 09:31:29.4913,0.0,0.035,5.0,4812.994000000001,16.140991729323307,Automatic,All risk factors within automatic limits,10,4.2895631578947375,0,1.8514285714285714
Ausgeführt,Limitiert,853823,99.68,,50,4984.0,2026-04-14 09:30:51.2584,34788.32,0.0024,6.0,34888.0,7.940266666666667,Automatic,All risk factors within automatic limits,1.9936,0.23999999999999996,0,5.706666666666667
Eingegeben,Limitiert,853823,99.68,50,,4984.0,2026-04-14 09:30:51.2584,34788.32,0.0024,6.0,34888.0,7.940266666666667,Automatic,All risk factors within automatic limits,1.9936,0.23999999999999996,0,5.706666666666667
Ausgeführt,Limitiert,A3EHM3,5.174,,400,2069.6000000000004,2026-04-14 09:31:29.4913,0.0,0.035,5.0,4812.994000000001,16.13742030075188,Automatic,All risk factors within automatic limits,10,4.2895631578947375,0,1.847857142857143
Eingegeben,Limitiert,A1KBAV,0.093,"36,500",,3394.5,2026-04-14 09:23:56.2254,0.0,0.0655,1.0,2830.6746,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,857675,124.5,242,,30129.0,2026-04-14 09:29:45.0400,0.0,0.0095,5.0,8021.5,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,887293,13.4,,4,53.6,2026-04-14 09:27:57.4289,4896.0,0.0132,2.0,4909.599999999999,5.490439248120301,Automatic,All risk factors within automatic limits,0.02144,1.4211421052631579,4,0.04785714285714286
Eingegeben,Limitiert,887293,13.4,4,,53.6,2026-04-14 09:27:57.4289,4896.0,0.0132,2.0,4909.599999999999,5.490439248120301,Automatic,All risk factors within automatic limits,0.02144,1.4211421052631579,4,0.04785714285714286
Löschung wegen Timer,Limitiert,902961,4.58,"1,000",,4580.0,2026-04-14 09:30:21.3269,5945.160000000001,0.0,5.0,5949.6,6.865333333333333,Automatic,All risk factors within automatic limits,1.832,0.0,0,5.033333333333333
Eingegeben,Limitiert,A3EHM3,5.174,400,,2069.6000000000004,2026-04-14 09:31:29.4913,0.0,0.035,5.0,4812.994000000001,16.13742030075188,Automatic,All risk factors within automatic limits,10,4.2895631578947375,0,1.847857142857143
Ausgeführt,Limitiert,856958,250.7,,12,3008.3999999999996,2026-04-14 09:30:44.8339,20397.8,0.0019,5.0,20656.0,4.079431428571428,Automatic,All risk factors within automatic limits,1.2033599999999998,0.19,0,2.686071428571428
Eingegeben,Limitiert,856958,250.7,12,,3008.3999999999996,2026-04-14 09:30:44.8339,20397.8,0.0019,5.0,20656.0,4.079431428571428,Automatic,All risk factors within automatic limits,1.2033599999999998,0.19,0,2.686071428571428
