Status,Ordertyp,WKN,Limit,Nom,ANom,Order_Value,Timestamp,JIM_Value,Spread_Prozentual,Target_Market_Count,Tradegate_Volume,Risk Score,Decision,Reasons,jim_risk,spread_risk,mp_risk,tgv_risk
Ausgeführt,Limitiert,A0M4WZ,0.5568,,"6,800",3786.24,2026-04-14 09:25:34.2033,6575.452,0.0022,3.0,6576.000000000001,7.444896,Automatic,All risk factors within automatic limits,1.5144959999999998,0.22,2,3.7103999999999995
Eingegeben,Limitiert,A0M4WZ,0.5568,"6,800",,3786.24,2026-04-14 09:25:34.2033,6575.452,0.0022,3.0,6576.000000000001,7.444896,Automatic,All risk factors within automatic limits,1.5144959999999998,0.22,2,3.7103999999999995
Ausgeführt,Limitiert,A0M4WZ,0.557,,"12,800",7129.6,2026-04-14 09:25:34.2033,6575.452,0.0022,3.0,6576.000000000001,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A0M4WZ,0.557,"12,800",,7129.6,2026-04-14 09:25:34.2033,6575.452,0.0022,3.0,6576.000000000001,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,570796,4.112,,122,501.664,2026-04-14 09:28:40.9981,3300.0939999999996,0.0018,4.0,3307.5,0.8285798857142856,Automatic,All risk factors within automatic limits,0.2006656,0.18,0,0.4479142857142857
Eingegeben,Limitiert,570796,4.112,122,,501.664,2026-04-14 09:28:40.9981,3300.0939999999996,0.0018,4.0,3307.5,0.8285798857142856,Automatic,All risk factors within automatic limits,0.2006656,0.18,0,0.4479142857142857
Ausgeführt,Limitiert,922230,100.4,,89,8935.6,2026-04-14 09:22:14.3752,10191.6,0.0029,4.0,10260.0,15.545227913068281,Automatic,All risk factors within automatic limits,5.935600000000001,0.29,0,9.31962791306828
Eingegeben,Limitiert,922230,100.4,89,,8935.6,2026-04-14 09:22:14.3752,10191.6,0.0029,4.0,10260.0,15.545227913068281,Automatic,All risk factors within automatic limits,5.935600000000001,0.29,0,9.31962791306828
Ausgeführt,Limitiert,922230,99.5,,89,8855.5,2026-04-14 09:22:14.3752,10191.6,0.0029,4.0,10260.0,15.410690773654537,Automatic,All risk factors within automatic limits,5.855500000000001,0.29,0,9.265190773654536
Ausgeführt,Limitiert,A0LEQU,12.2,,83,1012.5999999999999,2026-04-14 09:28:41.0436,0.0,0.0269,2.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,A0LEQU,12.2,,83,1012.5999999999999,2026-04-14 09:28:41.0436,0.0,0.0269,2.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,922230,99.5,89,,8855.5,2026-04-14 09:22:14.3752,10191.6,0.0029,4.0,10260.0,15.410690773654537,Automatic,All risk factors within automatic limits,5.855500000000001,0.29,0,9.265190773654536
Eingegeben,Limitiert,A0LEQU,12.2,83,,1012.5999999999999,2026-04-14 09:28:41.0436,0.0,0.0269,2.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,A3ERHF,5.11,,300,1533.0,2026-04-14 09:24:30.3408,4905.42,0.017,4.0,4909.125,3.9030921052631578,Automatic,All risk factors within automatic limits,0.6132,1.9211421052631579,0,1.36875
Eingegeben,Limitiert,A3ERHF,5.11,300,,1533.0,2026-04-14 09:24:30.3408,4905.42,0.017,4.0,4909.125,3.9030921052631578,Automatic,All risk factors within automatic limits,0.6132,1.9211421052631579,0,1.36875
Gelöscht,Limitiert,A2AR9A,0.2825,"40,000",,11299.999999999998,2026-04-14 09:22:26.1852,0.0,0.0206,4.0,8685.2304,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A3EU6F,39.3,30,,1179.0,2026-04-14 09:26:09.2846,97647.44,-0.0075,6.0,97620.0,2.2742785714285714,Automatic,All risk factors within automatic limits,0.4716,0.75,0,1.0526785714285714
Gelöscht,Limitiert,A40CFY,8.73,"2,000",,17460.0,2026-04-14 09:24:08.5573,8045.839999999999,0.0055,4.0,8053.074,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A40CFY,8.73,"2,000",,17460.0,2026-04-14 09:24:08.5573,8045.839999999999,0.0055,4.0,8053.074,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,932443,8.323,"10,000",,83230.0,2026-04-14 09:23:19.2428,8892.099,0.0031,3.0,3928.76,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A0YDA1,0.0005,"604,921",,302.4605,,,,,,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,A1JFWK,19.925,,26,518.0500000000001,2026-04-14 09:30:47.7903,0.0,0.0043,4.0,10136.46,10.892544642857143,Automatic,All risk factors within automatic limits,10,0.43,0,0.4625446428571429
Eingegeben,Limitiert,A1JFWK,19.925,26,,518.0500000000001,2026-04-14 09:30:47.7903,0.0,0.0043,4.0,10136.46,10.892544642857143,Automatic,All risk factors within automatic limits,10,0.43,0,0.4625446428571429
Geändert,Limitiert,A0LEQU,12.2,83,,1012.5999999999999,2026-04-14 09:28:41.0436,0.0,0.0269,2.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,A41WE7,0.304,,"13,000",3952.0,2026-04-14 09:24:19.3891,1868.724,0.0661,2.0,1148.1,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,855681,1,50,,50.0,2026-04-14 09:30:31.5054,0.0,0.0013,4.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A41WE7,0.304,"13,000",,3952.0,2026-04-14 09:24:19.3891,1868.724,0.0661,2.0,1148.1,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,A41WE7,0.3,,"15,000",4500.0,2026-04-14 09:24:19.3891,1868.724,0.0661,2.0,1148.1,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,A0HGDX,21.28,,548,11661.44,2026-04-14 09:30:17.9995,10108.74,0.003,5.0,10108.2,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A0HGDX,21.28,548,,11661.44,2026-04-14 09:30:17.9995,10108.74,0.003,5.0,10108.2,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,A40L1V,250.85,,24,6020.4,2026-04-14 09:30:38.4525,5950.099999999999,0.002,5.0,6178.95,17.13232052762688,Manual,"Jim value is less than order value, high risk for medium order",10,0.2,0,6.93232052762688
Eingegeben,Limitiert,A40L1V,250.85,24,,6020.4,2026-04-14 09:30:38.4525,5950.099999999999,0.002,5.0,6178.95,17.13232052762688,Manual,"Jim value is less than order value, high risk for medium order",10,0.2,0,6.93232052762688
Eingegeben,Limitiert,A3DZ0P,0.7,"1,000",,700.0,2026-04-14 09:23:53.3866,0.0,0.0667,3.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A41WE7,0.3,"15,000",,4500.0,2026-04-14 09:24:19.3891,1868.724,0.0661,2.0,1148.1,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,A2JEXP,142.75,,50,7137.5,2026-04-14 09:29:47.8776,14874.75,0.005,5.0,15025.0,12.598819273716622,Automatic,All risk factors within automatic limits,4.1375,0.5,0,7.961319273716621
Eingegeben,Limitiert,A2JEXP,142.75,50,,7137.5,2026-04-14 09:29:47.8776,14874.75,0.005,5.0,15025.0,12.598819273716622,Automatic,All risk factors within automatic limits,4.1375,0.5,0,7.961319273716621
Geändert,Limitiert,A1415N,0.0025,"500,000",,1250.0,2026-04-14 09:29:06.1948,0.0,0.1111,2.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,A411MH,37.68,,160,6028.8,2026-04-14 09:26:44.7588,4950.66,0.0012,5.0,4985.28,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A411MH,37.68,160,,6028.8,2026-04-14 09:26:44.7588,4950.66,0.0012,5.0,4985.28,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,A411MH,37.7,,100,3770.0000000000005,2026-04-14 09:26:44.7588,4950.66,0.0012,5.0,4985.28,5.311333333333334,Automatic,All risk factors within automatic limits,1.5080000000000002,0.11999999999999998,0,3.683333333333334
Eingegeben,Limitiert,A411MH,37.7,100,,3770.0000000000005,2026-04-14 09:26:44.7588,4950.66,0.0012,5.0,4985.28,5.311333333333334,Automatic,All risk factors within automatic limits,1.5080000000000002,0.11999999999999998,0,3.683333333333334
Ausgeführt,Limitiert,866993,37.5,,100,3750.0,2026-04-14 09:30:51.8893,18245.935,0.0001,6.0,18282.5,5.16,Automatic,All risk factors within automatic limits,1.5,0.01,0,3.65
Eingegeben,Limitiert,A41FSG,130,60,,7800.0,2026-04-14 09:31:04.0072,,0.0088,1.0,9918.0,27.377925383470036,Manual,"Order value is large (above 5160), high risk; Very illiquid (Market count = 1)",10,0.88,8,8.497925383470033
Ausgeführt,Limitiert,928624,9.705,,31,300.855,2026-04-14 09:27:47.4144,55144.551,0.0,6.0,55160.0,0.38896253571428574,Automatic,All risk factors within automatic limits,0.120342,0.0,0,0.26862053571428574
Eingegeben,Limitiert,928624,9.705,31,,300.855,2026-04-14 09:27:47.4144,55144.551,0.0,6.0,55160.0,0.38896253571428574,Automatic,All risk factors within automatic limits,0.120342,0.0,0,0.26862053571428574
Gelöscht,Limitiert,A3C6A3,15.76,"1,904",,30007.04,2026-04-14 09:30:15.0538,0.0,0.0086,4.0,11580.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,A0Q9ZL,11.25,,"1,500",16875.0,2026-04-14 09:30:09.6437,4947.299999999999,0.0126,3.0,4959.25,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,A0Q9ZL,11.25,,"1,500",16875.0,2026-04-14 09:30:09.6437,4947.299999999999,0.0126,3.0,4959.25,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A0Q9ZL,11.25,"1,500",,16875.0,2026-04-14 09:30:09.6437,4947.299999999999,0.0126,3.0,4959.25,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Gelöscht,Limitiert,A0ES9N,98.5,120,,11820.0,2026-04-14 09:29:50.2150,0.0,0.0057,2.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Gelöscht,Limitiert,A2AR9A,0.292,"150,000",,43800.0,2026-04-14 09:22:26.1852,0.0,0.0206,4.0,8685.2304,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,907784,"1,711.00",10,,17110.0,2026-04-14 09:29:58.0423,0.0,0.0014,2.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Gelöscht,Limitiert,A2H9HN,7,714,,4998.0,2026-04-14 09:23:17.8933,0.0,0.0219,1.0,5843.049999999999,26.295878947368422,Manual,Very illiquid (Market count = 1),10,2.5658789473684207,8,5.73
Eingegeben,Limitiert,866993,37.5,100,,3750.0,2026-04-14 09:30:51.8893,18245.935,0.0001,6.0,18282.5,5.16,Automatic,All risk factors within automatic limits,1.5,0.01,0,3.65
Eingegeben,Limitiert,A0LEQU,12.1,83,,1004.3,2026-04-14 09:28:41.0436,0.0,0.0269,2.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A0ES9N,98.5,120,,11820.0,2026-04-14 09:29:50.2150,0.0,0.0057,2.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A0Q9ZL,11.25,"1,500",,16875.0,2026-04-14 09:30:09.6437,4947.299999999999,0.0126,3.0,4959.25,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,A0DJ0N,8.616,,"1,000",8616.0,2026-04-14 09:24:00.3524,10122.332,0.0048,4.0,6726.4,16.096,Automatic,All risk factors within automatic limits,5.616,0.4799999999999999,0,10
Eingegeben,Limitiert,A0DJ0N,8.616,"1,000",,8616.0,2026-04-14 09:24:00.3524,10122.332,0.0048,4.0,6726.4,16.096,Automatic,All risk factors within automatic limits,5.616,0.4799999999999999,0,10
Ausgeführt,Limitiert,A0DJ0N,8.8,,"1,500",13200.000000000002,2026-04-14 09:24:00.3524,10122.332,0.0048,4.0,6726.4,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,A110VV,1.331,,300,399.3,2026-04-14 09:29:04.8221,0.0,0.0246,2.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A110VV,1.331,300,,399.3,2026-04-14 09:29:04.8221,0.0,0.0246,2.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Gelöscht,Limitiert,A2DKAC,153.5,208,,31928.0,2026-04-14 09:26:38.7983,9874.68,0.0009,3.0,9958.52,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,A3CSVE,0.523,,"5,000",2615.0,2026-04-14 09:25:01.5173,2009.196,0.0126,4.0,2009.672,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A3CSVE,0.523,"5,000",,2615.0,2026-04-14 09:25:01.5173,2009.196,0.0126,4.0,2009.672,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,A3CSVE,0.523,,"5,000",2615.0,2026-04-14 09:25:01.5173,2009.196,0.0126,4.0,2009.672,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,851267,15.75,,500,7875.0,2026-04-14 09:31:39.8059,12765.8,0.0176,3.0,12780.0,17.43086702984649,Automatic,All risk factors within automatic limits,4.875,2.0000894736842105,2,8.555777556162278
Eingegeben,Limitiert,851267,15.75,500,,7875.0,2026-04-14 09:31:39.8059,12765.8,0.0176,3.0,12780.0,17.43086702984649,Automatic,All risk factors within automatic limits,4.875,2.0000894736842105,2,8.555777556162278
Eingegeben,Limitiert,A0DJ0N,8.8,"1,500",,13200.000000000002,2026-04-14 09:24:00.3524,10122.332,0.0048,4.0,6726.4,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,851267,15.75,,500,7875.0,2026-04-14 09:31:39.8059,12765.8,0.0176,3.0,12780.0,17.43086702984649,Automatic,All risk factors within automatic limits,4.875,2.0000894736842105,2,8.555777556162278
Ausgeführt,Limitiert,858920,17.448,,500,8724.0,2026-04-14 09:27:59.2004,2967.192,0.0075,5.0,2987.138,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,858920,17.448,500,,8724.0,2026-04-14 09:27:59.2004,2967.192,0.0075,5.0,2987.138,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,858920,17.42,,500,8710.0,2026-04-14 09:27:59.2004,2967.192,0.0075,5.0,2987.138,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,851267,15.75,500,,7875.0,2026-04-14 09:31:39.8059,12765.8,0.0176,3.0,12780.0,17.43086702984649,Automatic,All risk factors within automatic limits,4.875,2.0000894736842105,2,8.555777556162278
Gelöscht,Limitiert,A0LG1C,0.923,"12,500",,11537.5,2026-04-14 09:22:32.4621,0.0,0.0191,3.0,3394.94,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Gelöscht,Limitiert,675089,90.2,200,,18040.0,2026-04-14 09:29:24.0829,0.0,0.0003,4.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,A2QFA4,7.581,,300,2274.3,2026-04-14 09:29:39.2769,5840.067999999999,0.021,5.0,5845.978999999999,5.387802894736842,Automatic,All risk factors within automatic limits,0.9097200000000001,2.447457894736842,0,2.030625
Eingegeben,Limitiert,A2QFA4,7.581,300,,2274.3,2026-04-14 09:29:39.2769,5840.067999999999,0.021,5.0,5845.978999999999,5.387802894736842,Automatic,All risk factors within automatic limits,0.9097200000000001,2.447457894736842,0,2.030625
Eingegeben,Limitiert,A3CSVE,0.523,"5,000",,2615.0,2026-04-14 09:25:01.5173,2009.196,0.0126,4.0,2009.672,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,858920,17.42,500,,8710.0,2026-04-14 09:27:59.2004,2967.192,0.0075,5.0,2987.138,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,A2QFA4,7.56,,300,2268.0,2026-04-14 09:29:39.2769,5840.067999999999,0.021,5.0,5845.978999999999,5.379657894736843,Automatic,All risk factors within automatic limits,0.9072,2.447457894736842,0,2.0250000000000004
Ausgeführt,Limitiert,899018,2.1,,500,1050.0,2026-04-14 09:23:19.0971,0.0,0.0261,1.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,899018,2.1,500,,1050.0,2026-04-14 09:23:19.0971,0.0,0.0261,1.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,675089,90.2,200,,18040.0,2026-04-14 09:29:24.0829,0.0,0.0003,4.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,899018,2.1,,500,1050.0,2026-04-14 09:23:19.0971,0.0,0.0261,1.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,896676,155,10,,1550.0,2026-04-14 09:28:52.8769,0.0,0.0179,3.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,A2P662,0.1,,"2,500",250.0,,,,,,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,A14WK0,780.6,,4,3122.4,2026-04-14 09:30:42.0411,0.0,0.0,5.0,9748.7,12.787857142857142,Automatic,All risk factors within automatic limits,10,0.0,0,2.787857142857143
Eingegeben,Limitiert,A2DKAC,153.5,208,,31928.0,2026-04-14 09:26:38.7983,9874.68,0.0009,3.0,9958.52,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A14WK0,780.6,4,,3122.4,2026-04-14 09:30:42.0411,0.0,0.0,5.0,9748.7,12.787857142857142,Automatic,All risk factors within automatic limits,10,0.0,0,2.787857142857143
Gelöscht,Limitiert,A2N9D9,45.22,300,,13566.0,2026-04-14 09:30:46.8619,0.0,0.0026,5.0,7753.500000000001,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A0LG1C,0.923,"12,500",,11537.5,2026-04-14 09:22:32.4621,0.0,0.0191,3.0,3394.94,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A2P662,0.1,"2,500",,250.0,,,,,,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,912842,6.5,,75,487.5,,,,,,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,912842,6.5,75,,487.5,,,,,,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,912842,6.5,,75,487.5,,,,,,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,912842,6.5,75,,487.5,,,,,,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,932443,8.324,"5,000",,41620.0,2026-04-14 09:23:19.2428,8892.099,0.0031,3.0,3928.76,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Löschung schwebend,Limitiert,A2N9D9,45.22,300,,13566.0,2026-04-14 09:30:46.8619,0.0,0.0026,5.0,7753.500000000001,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Gelöscht,Limitiert,932443,8.399,"1,000",,8399.0,2026-04-14 09:23:19.2428,8892.099,0.0031,3.0,3928.76,17.709000000000003,Automatic,All risk factors within automatic limits,5.399000000000001,0.31,2,10
Gelöscht,Limitiert,A40YSN,0.014,"142,857",,1999.998,2026-04-14 09:23:50.8303,0.0,3.0833,2.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,A2H5A3,21.6,,60,1296.0,2026-04-14 09:23:03.1882,5253.43,0.0034,5.0,5271.0,2.015542857142857,Automatic,All risk factors within automatic limits,0.5184,0.33999999999999997,0,1.1571428571428573
Gelöscht,Limitiert,A3C4Z9,0.0695,"55,000",,3822.5000000000005,,,,,,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A2H5A3,21.6,60,,1296.0,2026-04-14 09:23:03.1882,5253.43,0.0034,5.0,5271.0,2.015542857142857,Automatic,All risk factors within automatic limits,0.5184,0.33999999999999997,0,1.1571428571428573
Eingegeben,Limitiert,552484,75.4,100,,7540.000000000001,2026-04-14 09:30:50.4078,26165.49,0.0007,5.0,26253.0,12.902973352390458,Automatic,All risk factors within automatic limits,4.540000000000001,0.06999999999999999,0,8.292973352390456
Eingegeben,Limitiert,A2N9D9,45.22,300,,13566.0,2026-04-14 09:30:46.8619,0.0,0.0026,5.0,7753.500000000001,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Gelöscht,Limitiert,A1W7AU,64.4,32,,2060.8,2026-04-14 09:27:43.6678,0.0,0.0073,3.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,A2QL01,6.49,,"4,882",31684.18,2026-04-14 09:28:38.4927,20014.696,-0.0001,6.0,20007.1,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A2QL01,6.49,"4,882",,31684.18,2026-04-14 09:28:38.4927,20014.696,-0.0001,6.0,20007.1,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Gelöscht,Limitiert,932443,8.488,"2,000",,16976.0,2026-04-14 09:23:19.2428,8892.099,0.0031,3.0,3928.76,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Gelöscht,Limitiert,A0LG1C,0.923,"12,500",,11537.5,2026-04-14 09:22:32.4621,0.0,0.0191,3.0,3394.94,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,A3C6A3,16.08,,80,1286.3999999999999,2026-04-14 09:30:15.0538,0.0,0.0086,4.0,11580.0,12.008571428571429,Automatic,All risk factors within automatic limits,10,0.86,0,1.1485714285714286
Eingegeben,Limitiert,A3C6A3,16.08,80,,1286.3999999999999,2026-04-14 09:30:15.0538,0.0,0.0086,4.0,11580.0,12.008571428571429,Automatic,All risk factors within automatic limits,10,0.86,0,1.1485714285714286
Ausgeführt,Limitiert,A3C6A3,16.1,,80,1288.0,2026-04-14 09:30:15.0538,0.0,0.0086,4.0,11580.0,12.01,Automatic,All risk factors within automatic limits,10,0.86,0,1.1500000000000001
Eingegeben,Limitiert,859846,4.5,888,,3996.0,2026-04-14 09:27:58.0702,4899.679999999999,0.0044,4.0,4904.2,6.098400000000001,Automatic,All risk factors within automatic limits,1.5984,0.44,0,4.0600000000000005
Eingegeben,Limitiert,932443,8.399,"1,000",,8399.0,2026-04-14 09:23:19.2428,8892.099,0.0031,3.0,3928.76,17.709000000000003,Automatic,All risk factors within automatic limits,5.399000000000001,0.31,2,10
Eingegeben,Limitiert,A1W7AU,64.4,32,,2060.8,2026-04-14 09:27:43.6678,0.0,0.0073,3.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,A2N6WP,200.25,,80,16020.0,2026-04-14 09:30:05.3522,14731.68,0.0033,5.0,14888.4,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A2N6WP,200.25,80,,16020.0,2026-04-14 09:30:05.3522,14731.68,0.0033,5.0,14888.4,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,A2N6WP,200.4,,130,26052.0,2026-04-14 09:30:05.3522,14731.68,0.0033,5.0,14888.4,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A3C6A3,16.1,80,,1288.0,2026-04-14 09:30:15.0538,0.0,0.0086,4.0,11580.0,12.01,Automatic,All risk factors within automatic limits,10,0.86,0,1.1500000000000001
Eingegeben,Limitiert,A0LG1C,0.923,"12,500",,11537.5,2026-04-14 09:22:32.4621,0.0,0.0191,3.0,3394.94,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Geändert,Limitiert,A2AT0Z,52,130,,6760.0,2026-04-14 09:25:28.8587,0.0,0.008,4.0,6990.0,18.43280838723545,Automatic,All risk factors within automatic limits,10,0.8,0,7.63280838723545
Eingegeben,Limitiert,A3DWAL,0.1,"4,000",,400.0,2026-04-14 09:25:01.0482,0.0,0.2042,2.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A3DVHU,0.3,"3,000",,900.0,2026-04-14 09:25:19.1474,0.0,0.48,1.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A3C4ZC,5.75,750,,4312.5,2026-04-14 09:31:35.8762,0.0,0.0319,5.0,3873.345,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,A3EYBN,26.2,,50,1310.0,2026-04-14 09:23:11.5385,0.0,0.0231,1.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A3EYBN,26.2,50,,1310.0,2026-04-14 09:23:11.5385,0.0,0.0231,1.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,A1CZ4H,80.92,,14,1132.88,2026-04-14 09:30:51.5479,19842.48,0.0108,4.0,5616.099999999999,2.5700046315789473,Automatic,All risk factors within automatic limits,0.45315200000000005,1.1053526315789473,0,1.0115000000000003
Ausgeführt,Limitiert,A0LHKJ,18.84,,300,5652.0,2026-04-14 09:24:06.7879,0.0,0.0033,4.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A0LHKJ,18.84,300,,5652.0,2026-04-14 09:24:06.7879,0.0,0.0033,4.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A1CZ4H,80.92,14,,1132.88,2026-04-14 09:30:51.5479,19842.48,0.0108,4.0,5616.099999999999,2.5700046315789473,Automatic,All risk factors within automatic limits,0.45315200000000005,1.1053526315789473,0,1.0115000000000003
Ausgeführt,Limitiert,A0LHKJ,18.84,,350,6594.0,2026-04-14 09:24:06.7879,0.0,0.0033,4.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A0LHKJ,18.84,350,,6594.0,2026-04-14 09:24:06.7879,0.0,0.0033,4.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,A3DEJR,0.116,,"17,000",1972.0,2026-04-14 09:26:42.8571,0.0,0.0092,2.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A3DEJR,0.116,"17,000",,1972.0,2026-04-14 09:26:42.8571,0.0,0.0092,2.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
