WKN_Id;WKN;Timestamp;JIM_Value;Target_Market_Count;Present_Markets;Spread_Absolut;Spread_Prozentual;Best_Bid;Best Ask;Tradegate_Volume
199043;893697;2026-04-14 09:23:07.2305;0.0;4;['TG', 'LS1', 'BB1', 'F'];1.1;0.0294;37.46;38.56;2920.3199999999997
199088;A0B827;2026-04-14 09:23:07.3296;0.0;3;['F', 'LS1', 'BB1'];0.039;0.3071;0.127;0.166;0.0
716478;A0MQ4W;2026-04-14 09:23:07.4319;5913.072;4;['F', 'TG', 'LS1', 'BB1'];0.01;0.0189;0.528;0.538;5913.6
199071;931817;2026-04-14 09:23:07.5202;7160.2300000000005;4;['F', 'LS1', 'TG', 'BB1'];0.025;0.0323;0.775;0.8;7161.0
1326383;A0Q8LD;2026-04-14 09:23:07.6138;0.0;4;['F', 'TG', 'LS1', 'BB1'];0.045;0.0638;0.705;0.75;7050.0
126988;A0M90A;2026-04-14 09:23:07.6446;0.0;1;['F'];0.0015;0.5;0.003;0.0045;0.0
624814;A0RDZ8;2026-04-14 09:23:07.7440;0.0;4;['TG', 'F', 'LS1', 'BB1'];0.06;0.03;2.0;2.06;9800.0
328034;A12HLR;2026-04-14 09:23:07.7935;0.0;1;['TG'];0.013;0.0861;0.151;0.164;2748.2
126991;881815;2026-04-14 09:23:07.9180;0.0;2;['F', 'LS1'];0.0005;0.0435;0.0115;0.012;0.0
3419773;A3D63Y;2026-04-14 09:23:08.0274;0.0;1;['BB1'];0.019;0.1827;0.104;0.123;0.0
126992;A0MQ7Y;2026-04-14 09:23:08.2247;0.0;3;['BB1', 'F', 'LS1'];0.05;0.1323;0.378;0.428;0.0
288091;A2QQJG;2026-04-14 09:23:08.3123;0.0;2;['F', 'LS1'];0.0135;0.3971;0.034;0.0475;0.0
126995;A0LC0U;2026-04-14 09:23:08.4096;0.0;3;['TG', 'LS1', 'F'];0.006;0.3529;0.017;0.023;2125.2000000000003
515916;723581;2026-04-14 09:23:08.5033;0.0;2;['F', 'LS1'];0.003;0.0536;0.056;0.059;0.0
486140;A1JJT8;2026-04-14 09:23:08.6016;4672.781999999999;2;['TG', 'F'];0.011;0.6111;0.018;0.029;4640.4
585919;A2DTX9;2026-04-14 09:23:08.8130;13152.474;4;['TG', 'F', 'LS1', 'BB1'];0.216;0.0312;6.926;7.142;13159.4
2189924;A3E2E2;2026-04-14 09:23:08.9127;0.0;1;['F'];0.0025;0.1351;0.0185;0.021;0.0
199059;914198;2026-04-14 09:23:08.9403;0.0;2;['F', 'LS1'];0.009;0.0692;0.13;0.139;0.0
1898018;A14QFY;2026-04-14 09:23:09.0441;0.0;1;['LS1'];0.022;1.375;0.016;0.038;0.0
1818414;A3CXUE;2026-04-14 09:23:09.0742;0.0;2;['F', 'LS1'];0.0095;0.7917;0.012;0.0215;0.0
1785174;A2QHL6;2026-04-14 09:23:09.1728;4910.385;3;['F', 'LS1', 'TG'];0.07;0.0141;4.98;5.05;4915.349999999999
199044;897981;2026-04-14 09:23:09.2424;0.0;2;['LS1', 'BB1'];0.018;0.0327;0.551;0.569;0.0
127000;899417;2026-04-14 09:23:09.3305;0.0;1;['F'];10.0;0.0331;302.0;312.0;0.0
1275729;928180;2026-04-14 09:23:09.4710;0.0;3;['F', 'LS1', 'BB1'];0.08;0.023;3.48;3.56;0.0
199015;659480;2026-04-14 09:23:09.6753;7076.79;4;['F', 'TG', 'LS1', 'BB1'];0.012;0.0571;0.21;0.222;7077.0
3357180;A41DJQ;2026-04-14 09:23:09.8575;0.0;2;['TG', 'F'];0.0095;0.1145;0.083;0.0925;4482.0
275571;A0DQ1Q;2026-04-14 09:23:09.9350;0.0;2;['F', 'LS1'];0.009;0.4286;0.021;0.03;0.0
2888587;A2N6BP;2026-04-14 09:23:10.0312;0.0;2;['LS1', 'F'];0.19;0.1005;1.89;2.08;0.0
1181943;798062;2026-04-14 09:23:10.0574;0.0;2;['LS1', 'F'];0.14;0.0437;3.2;3.34;0.0
2306335;A1W6VY;2026-04-14 09:23:10.0827;0.0;1;['SC1'];2.5;0.0495;50.5;53.0;0.0
1024360;580891;2026-04-14 09:23:10.1278;0.0;4;['TG', 'LS1', 'SC1', 'F'];3.2;0.0114;281.4;284.6;3928.4000000000005
3522595;A3EDHE;2026-04-14 09:23:10.1732;0.0;2;['SC1', 'F'];0.8;0.0482;16.6;17.4;0.0
199021;876860;2026-04-14 09:23:10.2714;0.0;3;['TG', 'LS1', 'F'];0.0145;0.0242;0.6;0.6145;4920.0
2706282;A2PFGD;2026-04-14 09:23:10.3464;0.0;3;['F', 'LS1', 'SC1'];0.35;0.0137;25.6;25.95;0.0
650816;A3D5AT;2026-04-14 09:23:10.4557;2865.06;4;['SC1', 'F', 'LS1', 'TG'];0.04;0.0014;28.94;28.98;2894.0
199068;927166;2026-04-14 09:23:10.5781;0.0;2;['F', 'LS1'];0.027;0.6279;0.043;0.07;0.0
692890;A3DWMQ;2026-04-14 09:23:10.6700;0.0;2;['F', 'LS1'];0.023;0.211;0.109;0.132;0.0
1858397;A0MXL7;2026-04-14 09:23:10.7769;9810.48;5;['SC1', 'TG', 'F', 'LS1', 'BB1'];0.58;0.0194;29.915;30.495;9840.39
199048;902802;2026-04-14 09:23:10.8056;0.0;3;['F', 'BB1', 'LS1'];0.024;0.1739;0.138;0.162;0.0
624847;A0Q27P;2026-04-14 09:23:10.8329;0.0;2;['F', 'LS1'];0.0065;6.5;0.001;0.0075;0.0
199024;879151;2026-04-14 09:23:10.9296;0.0;4;['F', 'LS1', 'TG', 'BB1'];0.04;0.0209;1.91;1.95;10887.0
920870;A1W6V3;2026-04-14 09:23:11.2177;0.0;2;['F', 'LS1'];0.02;1.4286;0.014;0.034;0.0
199026;882513;2026-04-14 09:23:11.3541;0.0;2;['F', 'LS1'];0.0;0.0;7.55;7.55;0.0
1855318;A2DGZ5;2026-04-14 09:23:11.4474;3068.275;4;['LS1', 'F', 'TG', 'BB1'];0.025;0.0112;2.225;2.25;1578.5
107542;A3EYBN;2026-04-14 09:23:11.5385;0.0;1;['F'];0.6;0.0231;26.0;26.6;0.0
420900;869993;2026-04-14 09:23:11.6390;0.0;2;['TG', 'F'];0.2;0.0141;14.2;14.4;8846.6
1343530;864247;2026-04-14 09:23:11.6966;;4;['LS1', 'F', 'TG', 'SC1'];0.6;0.0035;172.6;173.2;10356.0
731182;877047;2026-04-14 09:23:11.8161;0.0;4;['TG', 'LS1', 'F', 'BB1'];0.1;0.0148;6.75;6.85;12730.0
226779;A14PZ0;2026-04-14 09:23:11.9208;10095.539999999999;3;['LS1', 'TG', 'F'];0.01;0.0006;18.06;18.07;10113.599999999999
1437116;A0YAVY;2026-04-14 09:23:12.0863;0.0;3;['F', 'LS1', 'BB1'];0.01;0.0224;0.446;0.456;0.0
857832;A410GR;2026-04-14 09:23:12.1982;0.0;2;['F', 'BB1'];0.013;0.1857;0.07;0.083;0.0
2608708;A3C5E7;2026-04-14 09:23:12.3115;0.0;4;['F', 'LS1', 'SC1', 'BB1'];0.36;0.031;11.62;11.98;0.0
333730;A2QA2Y;2026-04-14 09:23:12.3846;5856.0;5;['SC1', 'TG', 'LS1', 'BB1', 'F'];0.3953;0.0165;24.0024;24.3977;5880.0
1203505;A2DNV0;2026-04-14 09:23:12.4807;0.0;2;['F', 'LS1'];0.03;0.1562;0.192;0.222;0.0
127007;A0M6U7;2026-04-14 09:23:12.5872;0.0;4;['TG', 'F', 'LS1', 'SC1'];0.3;0.0146;20.5;20.8;9881.0
1793227;A40S2B;2026-04-14 09:23:12.6793;0.0;1;['BB1'];0.18;0.052;3.46;3.64;0.0
624852;869042;2026-04-14 09:23:12.8037;0.0;4;['F', 'TG', 'BB1', 'LS1'];0.3;0.0049;60.85;61.15;12686.300000000001
1333796;910854;2026-04-14 09:23:12.9014;0.0;2;['LS1', 'F'];0.022;0.0418;0.526;0.548;0.0
292418;A117XL;2026-04-14 09:23:13.0024;0.0;3;['F', 'LS1', 'BB1'];0.06;0.0214;2.8;2.86;0.0
127008;902110;2026-04-14 09:23:13.1218;0.0;2;['F', 'LS1'];0.16;0.0678;2.36;2.52;0.0
763286;A1CV3E;2026-04-14 09:23:13.1505;2417.2200000000003;4;['TG', 'F', 'LS1', 'BB1'];0.035;0.0449;0.78;0.815;2418.0
624860;877637;2026-04-14 09:23:13.1842;0.0;2;['F', 'LS1'];0.016;0.065;0.246;0.262;0.0
689463;A0HM5W;2026-04-14 09:23:13.2921;5505.11;3;['F', 'LS1', 'TG'];0.05;0.0072;6.91;6.96;5512.0
2169349;A2QKR6;2026-04-14 09:23:13.3859;0.0;2;['LS1', 'F'];0.01;0.2857;0.035;0.045;0.0
901321;A1JFDN;2026-04-14 09:23:13.4984;0.0;2;['F', 'LS1'];0.18;0.0738;2.44;2.62;0.0
100021;A116Z9;2026-04-14 09:23:13.5922;0.0;3;['LS1', 'F', 'BB1'];0.01;0.0325;0.308;0.318;0.0
2306381;A3ES4W;2026-04-14 09:23:13.8857;0.0;4;['TG', 'LS1', 'SC1', 'BB1'];0.195;0.0187;10.44;10.635;5903.38
2908168;A3ES68;2026-04-14 09:23:13.9930;;2;['TG', 'BB1'];0.1;0.0099;10.1;10.2;5039.9
2854956;A2P1FZ;2026-04-14 09:23:14.0279;0.0;2;['F', 'BB1'];0.0145;0.29;0.05;0.0645;0.0
1276626;A1CXBR;2026-04-14 09:23:14.1052;5875.2;5;['LS1', 'TG', 'SC1', 'F', 'BB1'];0.35;0.0151;23.15;23.5;5898.24
454584;A2P3LV;2026-04-14 09:23:14.2050;0.0;4;['TG', 'F', 'LS1', 'SC1'];2.0;0.0288;69.5;71.5;4761.0
127014;A0JDLB;2026-04-14 09:23:14.3069;0.0;4;['F', 'TG', 'LS1', 'BB1'];0.023;0.0333;0.691;0.714;7229.25
624871;394869;2026-04-14 09:23:14.4175;0.0;5;['SC1', 'TG', 'LS1', 'F', 'BB1'];0.078;0.0159;4.918;4.996;5891.764
918147;A2PWPV;2026-04-14 09:23:14.5205;0.0;2;['LS1', 'F'];0.022;0.028;0.786;0.808;0.0
3400207;A3DH8R;2026-04-14 09:23:14.6180;3333.3199999999997;4;['TG', 'LS1', 'F', 'BB1'];0.03;0.0045;6.68;6.71;3340.0
645744;A1W5D5;2026-04-14 09:23:14.7114;5810.299999999999;4;['F', 'SC1', 'TG', 'BB1'];0.02;0.0021;9.71;9.73;5820.0
127015;A0MNVA;2026-04-14 09:23:14.8357;0.0;0;[];0.0;0.0;0.0;0.0;0.0
127016;A0B6V3;2026-04-14 09:23:14.8638;0.0;3;['LS1', 'F', 'TG'];0.012;0.0382;0.314;0.326;7222.0
1146786;A1W2VY;2026-04-14 09:23:14.9909;0.0;2;['F', 'LS1'];0.05;1.1111;0.045;0.095;0.0
868501;A40GSB;2026-04-14 09:23:15.1186;4983.125;4;['TG', 'LS1', 'F', 'BB1'];0.035;0.008;4.375;4.41;4987.5
716290;A3DZYY;2026-04-14 09:23:15.2019;0.0;2;['TG', 'BB1'];0.35;0.0534;6.55;6.9;4735.65
2209258;A3C9V4;2026-04-14 09:23:15.2992;0.0;2;['LS1', 'F'];0.009;0.0457;0.197;0.206;0.0
199070;931045;2026-04-14 09:23:15.4041;0.0;4;['F', 'TG', 'LS1', 'BB1'];0.0045;0.1452;0.031;0.0355;871.1
385693;A2P4QG;2026-04-14 09:23:15.6037;0.0;1;['F'];0.016;0.1053;0.152;0.168;0.0
1045124;A12B6H;2026-04-14 09:23:15.7956;0.0;2;['F', 'LS1'];0.06;0.048;1.25;1.31;0.0
828743;896628;2026-04-14 09:23:15.9869;0.0;4;['TG', 'LS1', 'F', 'BB1'];5.75;0.0222;258.85;264.6;4134.4
640355;A3C4MS;2026-04-14 09:23:16.0302;0.0;5;['TG', 'LS1', 'SC1', 'F', 'BB1'];0.5;0.0205;24.4;24.9;3910.69
3084614;A2PU2X;2026-04-14 09:23:16.0682;4928.08;4;['TG', 'LS1', 'SC1', 'BB1'];0.128;0.014;9.162;9.29;4937.24
2424630;A3DEW8;2026-04-14 09:23:16.1787;0.0;5;['TG', 'LS1', 'SC1', 'F', 'BB1'];0.48;0.0117;41.0;41.48;4879.0
199038;886778;2026-04-14 09:23:16.3008;0.0;4;['TG', 'F', 'LS1', 'BB1'];0.036;0.0776;0.464;0.5;18560.0
1950383;A1XEDC;2026-04-14 09:23:16.4134;0.0;3;['F', 'LS1', 'BB1'];0.055;0.0719;0.765;0.82;0.0
624883;912235;2026-04-14 09:23:16.5153;0.0;3;['F', 'BB1', 'LS1'];0.025;0.037;0.675;0.7;0.0
1991775;A0Q9SE;2026-04-14 09:23:16.6116;5890.500000000001;5;['SC1', 'TG', 'LS1', 'F', 'BB1'];0.6;0.0076;78.72;79.32;5969.040000000001
1126119;A1C72G;2026-04-14 09:23:16.7184;0.0;3;['TG', 'LS1', 'F'];0.007;0.047;0.149;0.156;3877.4999999999995
199065;923923;2026-04-14 09:23:16.8375;0.0;2;['F', 'LS1'];0.046;0.109;0.422;0.468;0.0
199082;936973;2026-04-14 09:23:16.9053;0.0;3;['F', 'BB1', 'LS1'];0.035;0.0522;0.67;0.705;0.0
199052;907444;2026-04-14 09:23:17.0062;0.0;4;['F', 'TG', 'BB1', 'LS1'];0.02;0.0377;0.53;0.55;4777.5
127022;A0LGK6;2026-04-14 09:23:17.1011;0.0;2;['F', 'LS1'];0.01;0.0588;0.17;0.18;0.0
228401;A1C609;2026-04-14 09:23:17.1947;4931.45;4;['TG', 'F', 'LS1', 'SC1'];0.1;0.0036;27.55;27.65;4950.0
1249444;A1H6XC;2026-04-14 09:23:17.4936;0.0;3;['F', 'LS1', 'BB1'];0.09;0.0796;1.13;1.22;0.0
2098631;A40R4Y;2026-04-14 09:23:17.5955;0.0;1;['TG'];0.2;0.019;10.5;10.7;3927.0
2469789;A40R4Z;2026-04-14 09:23:17.6826;0.0;3;['LS1', 'SC1', 'BB1'];0.9;0.0142;63.5;64.4;0.0
1401596;A3C5SS;2026-04-14 09:23:17.7890;0.0;3;['TG', 'F', 'BB1'];0.035;0.0363;0.965;1.0;955.0
2332341;A2H9HN;2026-04-14 09:23:17.8933;0.0;1;['TG'];0.15;0.0219;6.85;7.0;5843.049999999999
992831;A2P7ML;2026-04-14 09:23:17.9473;0.0;5;['TG', 'LS1', 'SC1', 'F', 'BB1'];0.58;0.0174;33.24;33.82;3955.5600000000004
1078059;A2PNW9;2026-04-14 09:23:18.0665;4956.77;3;['TG', 'F', 'SC1'];0.08;0.0068;11.84;11.92;4968.6
1491545;A12D9X;2026-04-14 09:23:18.2574;0.0;2;['F', 'LS1'];0.014;7.0;0.002;0.016;0.0
150016;677102;2026-04-14 09:23:18.3542;4872.3;4;['F', 'TG', 'LS1', 'SC1'];0.5;0.0111;45.0;45.5;4917.0
1373509;A14WJZ;2026-04-14 09:23:18.4479;0.0;3;['F', 'TG', 'LS1'];0.0035;0.0714;0.049;0.0525;4588.1
118724;A1C076;2026-04-14 09:23:18.5427;0.0;2;['F', 'LS1'];0.024;0.1101;0.218;0.242;0.0
199095;213795;2026-04-14 09:23:18.6613;0.0;4;['F', 'LS1', 'BB1', 'TG'];0.06;0.0353;1.7;1.76;19380.0
1098210;A1JCUC;2026-04-14 09:23:18.7483;0.0;3;['F', 'LS1', 'BB1'];0.032;0.0741;0.432;0.464;0.0
275756;896694;2026-04-14 09:23:18.8450;0.0;1;['LS1'];0.16;0.0471;3.4;3.56;0.0
275764;553159;2026-04-14 09:23:18.9685;0.0;3;['F', 'LS1', 'BB1'];0.38;0.0941;4.04;4.42;0.0
549227;164640;2026-04-14 09:23:19.0712;0.0;3;['LS1', 'F', 'BB1'];0.02;0.0116;1.73;1.75;0.0
127030;899018;2026-04-14 09:23:19.0971;0.0;1;['F'];0.06;0.0261;2.3;2.36;0.0
275766;909187;2026-04-14 09:23:19.1427;0.0;1;['LS1'];0.28;0.0814;3.44;3.72;0.0
853818;932443;2026-04-14 09:23:19.2428;8892.099;3;['F', 'LS1', 'TG'];0.028;0.0031;8.901;8.929;3928.76
275762;899019;2026-04-14 09:23:19.2946;8092.899000000001;3;['TG', 'LS1', 'F'];0.008;0.001;8.101;8.109;8101.000000000001
317279;924256;2026-04-14 09:23:19.3949;0.0;1;['LS1'];0.06;0.0513;1.17;1.23;0.0
127031;897136;2026-04-14 09:23:19.4974;7838.820000000001;3;['LS1', 'TG', 'F'];0.274;0.0194;14.124;14.398;7199.0
2484048;189900;2026-04-14 09:23:19.7093;0.0;1;['TG'];0.05;0.0074;6.8;6.85;3950.7999999999997
2962987;A0RPJ0;2026-04-14 09:23:19.7516;0.0;1;['BB1'];0.2;0.0177;11.3;11.5;0.0
3235162;A3EMKY;2026-04-14 09:23:19.8502;0.0;1;['TG'];0.044;0.275;0.16;0.204;781.12
116274;A2QMBE;2026-04-14 09:23:19.9470;0.0;0;[];0.0;0.0;0.0;0.0;0.0
827049;A1H5K1;2026-04-14 09:23:20.0193;0.0;5;['TG', 'LS1', 'SC1', 'F', 'BB1'];0.195;0.0124;15.735;15.93;9787.17
2688050;A3D2TT;2026-04-14 09:23:20.1123;0.0;0;[];0.0;0.0;0.0;0.0;0.0
3939223;A416BY;2026-04-14 09:23:20.1556;0.0;2;['TG', 'BB1'];0.036;0.0769;0.468;0.504;1848.6000000000001
668362;A3EGK4;2026-04-14 09:23:20.2610;0.0;2;['TG', 'BB1'];0.8;0.0227;35.2;36.0;2956.8
127032;862198;2026-04-14 09:23:20.2881;0.0;1;['TG'];0.0052;0.0893;0.0582;0.0634;872.5926000000001
2991737;A2QKXS;2026-04-14 09:23:20.3927;0.0;5;['TG', 'LS1', 'SC1', 'F', 'BB1'];0.023;0.0073;3.165;3.188;2933.955
3565883;A417GP;2026-04-14 09:23:20.4927;0.0;1;['BB1'];0.026;0.243;0.107;0.133;0.0
2318399;A3EWQ3;2026-04-14 09:23:20.5631;0.0;3;['F', 'TG', 'LS1'];0.024;0.0667;0.36;0.384;1846.355
1050771;A40CV1;2026-04-14 09:23:20.7598;2926.3999999999996;4;['TG', 'LS1', 'F', 'SC1'];0.175;0.0189;9.245;9.42;2935.545
3939206;A3C83E;2026-04-14 09:23:20.9343;0.0;4;['TG', 'BB1', 'F', 'LS1'];0.06;0.0261;2.3;2.36;2379.7799999999997
214954;A40CAV;2026-04-14 09:23:21.0572;0.0;2;['F', 'LS1'];0.079;0.9405;0.084;0.163;0.0
268233;A3D12D;2026-04-14 09:23:21.2633;0.0;0;[];0.0;0.0;0.0;0.0;0.0
1015788;A40KQL;2026-04-14 09:23:21.3048;1982.3999999999999;4;['TG', 'BB1', 'F', 'LS1'];0.1;0.0106;9.44;9.54;1991.84
542268;A41UEQ;2026-04-14 09:23:21.4245;0.0;1;['F'];0.03;0.1799;0.1668;0.1968;0.0
947116;A3CQ6U;2026-04-14 09:23:21.6303;0.0;4;['F', 'LS1', 'BB1', 'SC1'];0.1;0.0163;6.15;6.25;0.0
194015;A41RJV;2026-04-14 09:23:21.7300;0.0;2;['F', 'BB1'];0.03;0.1734;0.173;0.203;0.0
1655756;A2DMFN;2026-04-14 09:23:22.2272;0.0;3;['TG', 'F', 'LS1'];0.025;0.0511;0.489;0.514;942.3525
180624;860325;2026-04-14 09:23:22.3001;0.0;5;['SC1', 'TG', 'F', 'LS1', 'BB1'];2.3;0.0125;184.1;186.4;55200.0
208794;A12EGF;2026-04-14 09:23:22.4928;5925.150000000001;5;['LS1', 'F', 'TG', 'SC1', 'BB1'];0.095;0.0082;11.555;11.65;5936.700000000001
1433327;A1JX59;2026-04-14 09:23:22.6224;0.0;2;['F', 'BB1'];0.09;0.0552;1.63;1.72;0.0
3108795;A1H6NC;2026-04-14 09:23:22.7679;0.0;2;['BB1', 'LS1'];0.062;0.2214;0.28;0.342;0.0
1766130;A14WBB;2026-04-14 09:23:23.1977;9936.52;5;['SC1', 'TG', 'LS1', 'F', 'BB1'];0.27;0.0066;41.06;41.33;9977.58
2200874;A3D8PV;2026-04-14 09:23:23.3293;0.0;2;['TG', 'F'];0.0034;0.0672;0.0506;0.054;1406.6294
4062445;A415SW;2026-04-14 09:23:23.4562;0.0;4;['TG', 'LS1', 'F', 'BB1'];0.019;0.0373;0.509;0.528;943.686
833456;A3C5TF;2026-04-14 09:23:23.7833;0.0;5;['TG', 'LS1', 'F', 'SC1', 'BB1'];0.1;0.0238;4.2;4.3;5842.2
3672695;A0YDAV;2026-04-14 09:23:23.8838;0.0;4;['F', 'SC1', 'BB1', 'LS1'];0.036;0.0068;5.316;5.352;0.0
1083614;A3DSL8;2026-04-14 09:23:23.9992;5903.1;5;['TG', 'LS1', 'SC1', 'F', 'BB1'];0.58;0.0124;46.87;47.45;5949.95
2810230;A2N8S4;2026-04-14 09:23:24.1065;0.0;1;['TG'];0.045;0.0539;0.835;0.88;2841.5049999999997
3866517;A417BV;2026-04-14 09:23:24.2315;0.0;5;['TG', 'F', 'LS1', 'SC1', 'BB1'];0.59;0.0223;26.41;27.0;2905.1
2725712;251085;2026-04-14 09:23:24.2596;0.0;4;['F', 'SC1', 'LS1', 'BB1'];0.457;0.0766;5.968;6.425;0.0
288667;A14X2Z;2026-04-14 09:23:24.2919;0.0;4;['TG', 'F', 'LS1', 'BB1'];0.006;0.0451;0.133;0.139;956.9350000000001
115358;A414Q8;2026-04-14 09:23:24.3936;35472.255000000005;6;['TG', 'F', 'LS1', 'SC1', 'BB1', 'DE'];0.04;0.0023;17.745;17.785;8920.0
127042;172912;2026-04-14 09:23:24.6112;2896.16;5;['TG', 'F', 'LS1', 'SC1', 'BB1'];0.76;0.0241;31.5;32.26;2927.64
104797;A40M0J;2026-04-14 09:23:24.7146;0.0;2;['TG', 'F'];0.0007;0.0493;0.0142;0.0149;1490.0
1545613;A1C08S;2026-04-14 09:23:24.7428;4821.599999999999;5;['LS1', 'SC1', 'TG', 'F', 'BB1'];0.4;0.0135;29.6;30.0;4851.0
213036;A2DQE7;2026-04-14 09:23:24.9332;0.0;4;['TG', 'F', 'LS1', 'BB1'];0.022;0.2018;0.109;0.131;1231.1495
1577539;A2JNFG;2026-04-14 09:23:25.0294;0.0;0;[];0.0;0.0;0.0;0.0;0.0
2165688;A4165V;2026-04-14 09:23:25.2399;0.0;1;['TG'];0.022;0.1209;0.182;0.204;442.078
1433369;A1H5H7;2026-04-14 09:23:25.3383;4897.2;1;['TG'];0.4;0.013;30.8;31.2;4928.0
283707;A3DAE3;2026-04-14 09:23:25.4371;0.0;3;['F', 'LS1', 'BB1'];0.4;0.0235;17.0;17.4;0.0
1706551;A3EQAF;2026-04-14 09:23:25.5473;0.0;1;['TG'];0.0114;0.4914;0.0232;0.0346;1006.5319999999999
2367128;A40VTE;2026-04-14 09:23:25.6598;0.0;1;['TG'];0.0065;0.0469;0.1385;0.145;953.2955000000001
480830;A2DWUX;2026-04-14 09:23:25.7035;1422.182;3;['TG', 'LS1', 'F'];0.014;0.0388;0.361;0.375;1422.5415
206748;A40ZSR;2026-04-14 09:23:25.7966;1936.4150000000002;4;['F', 'TG', 'LS1', 'BB1'];0.055;0.0273;2.015;2.07;1938.43
2531484;A41EY4;2026-04-14 09:23:25.8989;2932.88;5;['TG', 'LS1', 'SC1', 'F', 'BB1'];0.118;0.0242;4.882;5.0;2938.964
127043;548236;2026-04-14 09:23:25.9625;1428.48;4;['TG', 'LS1', 'SC1', 'BB1'];0.185;0.0481;3.845;4.03;1432.32
161950;A41T8M;2026-04-14 09:23:26.0665;0.0;3;['TG', 'F', 'BB1'];0.03;0.0968;0.31;0.34;818.496
1006190;A2DJY1;2026-04-14 09:23:26.1638;2958.515;4;['TG', 'LS1', 'BB1', 'F'];0.03;0.0096;3.11;3.14;2961.6
231186;A416JY;2026-04-14 09:23:26.3008;0.0;0;[];0.0;0.0;0.0;0.0;0.0
679501;A41DFD;2026-04-14 09:23:26.3854;0.0;2;['BB1', 'LS1'];0.12;0.025;4.8;4.92;0.0
3723851;A404JH;2026-04-14 09:23:26.4856;0.0;2;['F', 'LS1'];0.02;0.1449;0.138;0.158;0.0
4373914;A414DM;2026-04-14 09:23:26.6088;0.0;4;['TG', 'F', 'LS1', 'BB1'];0.012;0.0143;0.84;0.852;7429.799999999999
187064;A40CCQ;2026-04-14 09:23:26.7132;0.0;4;['TG', 'BB1', 'F', 'LS1'];0.016;0.0122;1.312;1.328;1987.68
670323;A41HLP;2026-04-14 09:23:26.7552;1940.3799999999999;3;['TG', 'LS1', 'BB1'];0.07;0.0318;2.2;2.27;1942.5749999999998
167092;A3C5JQ;2026-04-14 09:23:26.8718;1817.7572;2;['TG', 'F'];0.0097;0.0972;0.0998;0.1095;1817.857
4122224;A40YEP;2026-04-14 09:23:26.9725;0.0;3;['TG', 'F', 'LS1'];0.07;0.0496;1.41;1.48;947.52
160692;A14XMD;2026-04-14 09:23:27.0852;0.0;4;['F', 'TG', 'BB1', 'LS1'];0.088;0.0241;3.652;3.74;2901.75
2009955;A2PX21;2026-04-14 09:23:27.1346;1740.4334999999999;1;['TG'];0.009;0.0853;0.1055;0.1145;1740.539
204280;A40D5E;2026-04-14 09:23:27.3204;0.0;1;['BB1'];0.026;0.125;0.208;0.234;0.0
1507111;A40PRU;2026-04-14 09:23:27.4142;0.0;3;['TG', 'BB1', 'LS1'];0.035;0.0992;0.353;0.388;909.328
882177;A12ANR;2026-04-14 09:23:27.5116;0.0;1;['F'];0.011;0.1477;0.0745;0.0855;0.0
2769365;A2N7AW;2026-04-14 09:23:27.6153;0.0;1;['TG'];0.007;0.1346;0.052;0.059;1759.732
121977;A2ASDS;2026-04-14 09:23:27.7095;0.0;2;['F', 'LS1'];0.021;0.4667;0.045;0.066;0.0
1626008;A40EAK;2026-04-14 09:23:27.8210;915.0264;1;['TG'];0.0087;0.1302;0.0668;0.0755;913.2479999999999
1537645;A1W18D;2026-04-14 09:23:27.9304;1914.8759999999997;3;['TG', 'F', 'LS1'];0.006;0.0347;0.173;0.179;1915.0479999999998
1940028;A3DTTG;2026-04-14 09:23:28.0133;4973.7;5;['LS1', 'TG', 'SC1', 'F', 'BB1'];0.07;0.004;17.7;17.77;4991.4
1156443;A2AS0Y;2026-04-14 09:23:28.1028;0.0;1;['F'];5.0;0.0649;77.0;82.0;0.0
2600133;A3EWF3;2026-04-14 09:23:28.2054;0.0;4;['TG', 'F', 'LS1', 'BB1'];0.021;0.0515;0.408;0.429;1387.126
668838;A3C8MS;2026-04-14 09:23:28.3160;0.0;4;['TG', 'LS1', 'SC1', 'BB1'];0.25;0.0511;4.89;5.14;1893.44
3089763;A40V12;2026-04-14 09:23:28.3803;0.0;1;['TG'];0.0016;0.0625;0.0256;0.0272;941.1840000000001
2455974;A1JUY6;2026-04-14 09:23:28.5788;0.0;3;['TG', 'F', 'LS1'];0.0365;0.0485;0.7525;0.789;1903.5494999999999
3534422;A2AUFP;2026-04-14 09:23:28.6677;0.0;2;['F', 'LS1'];0.03;1.3636;0.022;0.052;0.0
1000820;866126;2026-04-14 09:23:28.7516;0.0;5;['TG', 'LS1', 'F', 'SC1', 'BB1'];0.4;0.0093;43.2;43.6;2980.8
2651429;A3DP94;2026-04-14 09:23:28.8491;0.0;4;['TG', 'F', 'LS1', 'BB1'];0.023;0.0466;0.494;0.517;1903.473
694112;A1JYFM;2026-04-14 09:23:28.8748;2885.986;4;['TG', 'LS1', 'SC1', 'F'];0.08;0.0121;6.626;6.706;2892.56
1266837;A1JVJW;2026-04-14 09:23:28.9040;1363.536;1;['TG'];0.015;0.098;0.153;0.168;1363.689
290662;A40787;2026-04-14 09:23:28.9608;4944.84;5;['TG', 'LS1', 'SC1', 'F', 'BB1'];0.5;0.009;55.56;56.06;5000.400000000001
